timestamp,household_id,usage_liters,household_size,day_of_week,month
2025-01-21 01:00:00,H2,0.0,6,Tuesday,January
2025-01-21 02:00:00,H2,1.87,6,Tuesday,January
2025-01-21 03:00:00,H2,0.0,6,Tuesday,January
2025-01-21 04:00:00,H2,1.59,6,Tuesday,January
2025-01-21 05:00:00,H2,33.72,6,Tuesday,January
2025-01-21 06:00:00,H2,60.89,6,Tuesday,January
2025-01-21 07:00:00,H2,80.93,6,Tuesday,January
2025-01-21 08:00:00,H2,75.32,6,Tuesday,January
2025-01-21 09:00:00,H2,25.45,6,Tuesday,January
2025-01-21 10:00:00,H2,38.11,6,Tuesday,January
2025-01-21 11:00:00,H2,26.08,6,Tuesday,January
2025-01-21 12:00:00,H2,33.55,6,Tuesday,January
2025-01-21 13:00:00,H2,40.61,6,Tuesday,January
2025-01-21 14:00:00,H2,34.11,6,Tuesday,January
2025-01-21 15:00:00,H2,29.15,6,Tuesday,January
2025-01-21 16:00:00,H2,37.0,6,Tuesday,January
2025-01-21 17:00:00,H2,33.19,6,Tuesday,January
2025-01-21 18:00:00,H2,48.22,6,Tuesday,January
2025-01-21 19:00:00,H2,64.71,6,Tuesday,January
2025-01-21 20:00:00,H2,64.38,6,Tuesday,January
2025-01-21 21:00:00,H2,74.79,6,Tuesday,January
2025-01-21 22:00:00,H2,14.25,6,Tuesday,January
2025-01-21 23:00:00,H2,45.29,6,Tuesday,January
2025-01-22 00:00:00,H2,1.53,6,Wednesday,January
2025-01-22 01:00:00,H2,1.15,6,Wednesday,January
2025-01-22 02:00:00,H2,2.18,6,Wednesday,January
2025-01-22 03:00:00,H2,3.34,6,Wednesday,January
2025-01-22 04:00:00,H2,1.87,6,Wednesday,January
2025-01-22 05:00:00,H2,35.69,6,Wednesday,January
2025-01-22 06:00:00,H2,81.31,6,Wednesday,January
2025-01-22 07:00:00,H2,78.58,6,Wednesday,January
2025-01-22 08:00:00,H2,75.24,6,Wednesday,January
2025-01-22 09:00:00,H2,25.04,6,Wednesday,January
2025-01-22 10:00:00,H2,25.88,6,Wednesday,January
2025-01-22 11:00:00,H2,21.9,6,Wednesday,January
2025-01-22 12:00:00,H2,39.39,6,Wednesday,January
2025-01-22 13:00:00,H2,26.52,6,Wednesday,January
2025-01-22 14:00:00,H2,31.15,6,Wednesday,January
2025-01-22 15:00:00,H2,29.78,6,Wednesday,January
2025-01-22 16:00:00,H2,30.88,6,Wednesday,January
2025-01-22 17:00:00,H2,26.87,6,Wednesday,January
2025-01-22 18:00:00,H2,100.77,6,Wednesday,January
2025-01-22 19:00:00,H2,83.6,6,Wednesday,January
2025-01-22 20:00:00,H2,57.55,6,Wednesday,January
2025-01-22 21:00:00,H2,72.33,6,Wednesday,January
2025-01-22 22:00:00,H2,26.35,6,Wednesday,January
2025-01-22 23:00:00,H2,23.91,6,Wednesday,January
2025-01-23 00:00:00,H2,0.0,6,Thursday,January
2025-01-23 01:00:00,H2,1.43,6,Thursday,January
2025-01-23 02:00:00,H2,0.32,6,Thursday,January
2025-01-23 03:00:00,H2,1.97,6,Thursday,January
2025-01-23 04:00:00,H2,1.99,6,Thursday,January
2025-01-23 05:00:00,H2,38.24,6,Thursday,January
2025-01-23 06:00:00,H2,71.48,6,Thursday,January
2025-01-23 07:00:00,H2,84.75,6,Thursday,January
2025-01-23 08:00:00,H2,86.32,6,Thursday,January
2025-01-23 09:00:00,H2,27.15,6,Thursday,January
2025-01-23 10:00:00,H2,25.37,6,Thursday,January
2025-01-23 11:00:00,H2,39.66,6,Thursday,January
2025-01-23 12:00:00,H2,41.82,6,Thursday,January
2025-01-23 13:00:00,H2,45.09,6,Thursday,January
2025-01-23 14:00:00,H2,25.07,6,Thursday,January
2025-01-23 15:00:00,H2,22.68,6,Thursday,January
2025-01-23 16:00:00,H2,26.58,6,Thursday,January
2025-01-23 17:00:00,H2,29.26,6,Thursday,January
2025-01-23 18:00:00,H2,59.36,6,Thursday,January
2025-01-23 19:00:00,H2,69.9,6,Thursday,January
2025-01-23 20:00:00,H2,53.11,6,Thursday,January
2025-01-23 21:00:00,H2,58.8,6,Thursday,January
2025-01-23 22:00:00,H2,34.03,6,Thursday,January
2025-01-23 23:00:00,H2,33.62,6,Thursday,January
2025-01-24 00:00:00,H2,0.61,6,Friday,January
2025-01-24 01:00:00,H2,0.0,6,Friday,January
2025-01-24 02:00:00,H2,0.0,6,Friday,January
2025-01-24 03:00:00,H2,0.63,6,Friday,January
2025-01-24 04:00:00,H2,1.64,6,Friday,January
2025-01-24 05:00:00,H2,35.57,6,Friday,January
2025-01-24 06:00:00,H2,75.03,6,Friday,January
2025-01-24 07:00:00,H2,68.47,6,Friday,January
2025-01-24 08:00:00,H2,82.68,6,Friday,January
2025-01-24 09:00:00,H2,25.06,6,Friday,January
2025-01-24 10:00:00,H2,26.89,6,Friday,January
2025-01-24 11:00:00,H2,37.95,6,Friday,January
2025-01-24 12:00:00,H2,46.62,6,Friday,January
2025-01-24 13:00:00,H2,41.26,6,Friday,January
2025-01-24 14:00:00,H2,22.37,6,Friday,January
2025-01-24 15:00:00,H2,31.27,6,Friday,January
2025-01-24 16:00:00,H2,36.38,6,Friday,January
2025-01-24 17:00:00,H2,27.75,6,Friday,January
2025-01-24 18:00:00,H2,83.51,6,Friday,January
2025-01-24 19:00:00,H2,82.93,6,Friday,January
2025-01-24 20:00:00,H2,86.64,6,Friday,January
2025-01-24 21:00:00,H2,73.05,6,Friday,January
2025-01-24 22:00:00,H2,33.52,6,Friday,January
2025-01-24 23:00:00,H2,38.49,6,Friday,January
2025-01-25 00:00:00,H2,1.45,6,Saturday,January
2025-01-25 01:00:00,H2,0.5,6,Saturday,January
2025-01-25 02:00:00,H2,0.55,6,Saturday,January
2025-01-25 03:00:00,H2,1.24,6,Saturday,January
2025-01-25 04:00:00,H2,0.0,6,Saturday,January
2025-01-25 05:00:00,H2,29.14,6,Saturday,January
2025-01-25 06:00:00,H2,90.97,6,Saturday,January
2025-01-25 07:00:00,H2,58.09,6,Saturday,January
2025-01-25 08:00:00,H2,95.34,6,Saturday,January
2025-01-25 09:00:00,H2,36.73,6,Saturday,January
2025-01-25 10:00:00,H2,27.24,6,Saturday,January
2025-01-25 11:00:00,H2,33.26,6,Saturday,January
2025-01-25 12:00:00,H2,40.03,6,Saturday,January
2025-01-25 13:00:00,H2,49.84,6,Saturday,January
2025-01-25 14:00:00,H2,35.9,6,Saturday,January
2025-01-25 15:00:00,H2,21.6,6,Saturday,January
2025-01-25 16:00:00,H2,33.52,6,Saturday,January
2025-01-25 17:00:00,H2,28.77,6,Saturday,January
2025-01-25 18:00:00,H2,70.83,6,Saturday,January
2025-01-25 19:00:00,H2,62.72,6,Saturday,January
2025-01-25 20:00:00,H2,87.48,6,Saturday,January
2025-01-25 21:00:00,H2,80.4,6,Saturday,January
2025-01-25 22:00:00,H2,25.56,6,Saturday,January
2025-01-25 23:00:00,H2,21.99,6,Saturday,January
2025-01-26 00:00:00,H2,0.61,6,Sunday,January
2025-01-26 01:00:00,H2,1.43,6,Sunday,January
2025-01-26 02:00:00,H2,1.24,6,Sunday,January
2025-01-26 03:00:00,H2,2.25,6,Sunday,January
2025-01-26 04:00:00,H2,1.79,6,Sunday,January
2025-01-26 05:00:00,H2,35.82,6,Sunday,January
2025-01-26 06:00:00,H2,83.27,6,Sunday,January
2025-01-26 07:00:00,H2,66.11,6,Sunday,January
2025-01-26 08:00:00,H2,78.04,6,Sunday,January
2025-01-26 09:00:00,H2,36.36,6,Sunday,January
2025-01-26 10:00:00,H2,29.69,6,Sunday,January
2025-01-26 11:00:00,H2,33.02,6,Sunday,January
2025-01-26 12:00:00,H2,37.45,6,Sunday,January
2025-01-26 13:00:00,H2,31.76,6,Sunday,January
2025-01-26 14:00:00,H2,29.26,6,Sunday,January
2025-01-26 15:00:00,H2,31.85,6,Sunday,January
2025-01-26 16:00:00,H2,26.07,6,Sunday,January
2025-01-26 17:00:00,H2,28.59,6,Sunday,January
2025-01-26 18:00:00,H2,60.61,6,Sunday,January
2025-01-26 19:00:00,H2,81.19,6,Sunday,January
2025-01-26 20:00:00,H2,67.06,6,Sunday,January
2025-01-26 21:00:00,H2,84.53,6,Sunday,January
2025-01-26 22:00:00,H2,39.17,6,Sunday,January
2025-01-26 23:00:00,H2,29.51,6,Sunday,January
2025-01-27 00:00:00,H2,0.0,6,Monday,January
2025-01-27 01:00:00,H2,0.0,6,Monday,January
2025-01-27 02:00:00,H2,0.0,6,Monday,January
2025-01-27 03:00:00,H2,0.0,6,Monday,January
2025-01-27 04:00:00,H2,2.38,6,Monday,January
2025-01-27 05:00:00,H2,30.69,6,Monday,January
2025-01-27 06:00:00,H2,83.9,6,Monday,January
2025-01-27 07:00:00,H2,57.8,6,Monday,January
2025-01-27 08:00:00,H2,68.02,6,Monday,January
2025-01-27 09:00:00,H2,35.32,6,Monday,January
2025-01-27 10:00:00,H2,31.72,6,Monday,January
2025-01-27 11:00:00,H2,29.12,6,Monday,January
2025-01-27 12:00:00,H2,44.52,6,Monday,January
2025-01-27 13:00:00,H2,53.09,6,Monday,January
2025-01-27 14:00:00,H2,28.67,6,Monday,January
2025-01-27 15:00:00,H2,30.42,6,Monday,January
2025-01-27 16:00:00,H2,31.16,6,Monday,January
2025-01-27 17:00:00,H2,44.35,6,Monday,January
2025-01-27 18:00:00,H2,49.01,6,Monday,January
2025-01-27 19:00:00,H2,76.83,6,Monday,January
2025-01-27 20:00:00,H2,68.85,6,Monday,January
2025-01-27 21:00:00,H2,75.67,6,Monday,January
2025-01-27 22:00:00,H2,26.06,6,Monday,January
2025-01-27 23:00:00,H2,29.71,6,Monday,January
2025-01-28 00:00:00,H2,1.71,6,Tuesday,January
2025-01-28 01:00:00,H2,4.11,6,Tuesday,January
2025-01-28 02:00:00,H2,1.81,6,Tuesday,January
2025-01-28 03:00:00,H2,161.98,6,Tuesday,January
2025-01-28 04:00:00,H2,187.3,6,Tuesday,January
2025-01-28 05:00:00,H2,188.68,6,Tuesday,January
2025-01-28 06:00:00,H2,210.8,6,Tuesday,January
2025-01-28 07:00:00,H2,237.85,6,Tuesday,January
2025-01-28 08:00:00,H2,261.81,6,Tuesday,January
2025-01-28 09:00:00,H2,146.89,6,Tuesday,January
2025-01-28 10:00:00,H2,181.99,6,Tuesday,January
2025-01-28 11:00:00,H2,179.04,6,Tuesday,January
2025-01-28 12:00:00,H2,202.35,6,Tuesday,January
2025-01-28 13:00:00,H2,209.41,6,Tuesday,January
2025-01-28 14:00:00,H2,201.61,6,Tuesday,January
2025-01-28 15:00:00,H2,144.83,6,Tuesday,January
2025-01-28 16:00:00,H2,157.01,6,Tuesday,January
2025-01-28 17:00:00,H2,183.8,6,Tuesday,January
2025-01-28 18:00:00,H2,220.74,6,Tuesday,January
2025-01-28 19:00:00,H2,224.99,6,Tuesday,January
2025-01-28 20:00:00,H2,199.56,6,Tuesday,January
2025-01-28 21:00:00,H2,281.05,6,Tuesday,January
2025-01-28 22:00:00,H2,145.05,6,Tuesday,January
2025-01-28 23:00:00,H2,198.44,6,Tuesday,January
2025-01-29 00:00:00,H2,177.5,6,Wednesday,January
2025-01-29 01:00:00,H2,174.3,6,Wednesday,January
2025-01-29 02:00:00,H2,176.56,6,Wednesday,January
2025-01-29 03:00:00,H2,178.02,6,Wednesday,January
2025-01-29 04:00:00,H2,151.2,6,Wednesday,January
2025-01-29 05:00:00,H2,160.56,6,Wednesday,January
2025-01-29 06:00:00,H2,188.99,6,Wednesday,January
2025-01-29 07:00:00,H2,228.35,6,Wednesday,January
2025-01-29 08:00:00,H2,237.33,6,Wednesday,January
2025-01-29 09:00:00,H2,213.32,6,Wednesday,January
2025-01-29 10:00:00,H2,176.83,6,Wednesday,January
2025-01-29 11:00:00,H2,176.92,6,Wednesday,January
2025-01-29 12:00:00,H2,182.08,6,Wednesday,January
2025-01-29 13:00:00,H2,244.08,6,Wednesday,January
2025-01-29 14:00:00,H2,193.85,6,Wednesday,January
2025-01-29 15:00:00,H2,44.37,6,Wednesday,January
2025-01-29 16:00:00,H2,43.11,6,Wednesday,January
2025-01-29 17:00:00,H2,25.88,6,Wednesday,January
2025-01-29 18:00:00,H2,86.24,6,Wednesday,January
2025-01-29 19:00:00,H2,73.83,6,Wednesday,January
2025-01-29 20:00:00,H2,74.99,6,Wednesday,January
2025-01-29 21:00:00,H2,53.08,6,Wednesday,January
2025-01-29 22:00:00,H2,28.98,6,Wednesday,January
2025-01-29 23:00:00,H2,25.12,6,Wednesday,January
2025-01-30 00:00:00,H2,1.83,6,Thursday,January
2025-01-30 01:00:00,H2,2.07,6,Thursday,January
2025-01-30 02:00:00,H2,0.0,6,Thursday,January
2025-01-30 03:00:00,H2,0.98,6,Thursday,January
2025-01-30 04:00:00,H2,2.12,6,Thursday,January
2025-01-30 05:00:00,H2,28.88,6,Thursday,January
2025-01-30 06:00:00,H2,87.29,6,Thursday,January
2025-01-30 07:00:00,H2,83.51,6,Thursday,January
2025-01-30 08:00:00,H2,83.42,6,Thursday,January
2025-01-30 09:00:00,H2,28.37,6,Thursday,January
2025-01-30 10:00:00,H2,22.7,6,Thursday,January
2025-01-30 11:00:00,H2,23.27,6,Thursday,January
2025-01-30 12:00:00,H2,45.67,6,Thursday,January
2025-01-30 13:00:00,H2,40.16,6,Thursday,January
2025-01-30 14:00:00,H2,29.17,6,Thursday,January
2025-01-30 15:00:00,H2,27.46,6,Thursday,January
2025-01-30 16:00:00,H2,28.17,6,Thursday,January
2025-01-30 17:00:00,H2,36.28,6,Thursday,January
2025-01-30 18:00:00,H2,66.65,6,Thursday,January
2025-01-30 19:00:00,H2,56.59,6,Thursday,January
2025-01-30 20:00:00,H2,77.44,6,Thursday,January
2025-01-30 21:00:00,H2,67.95,6,Thursday,January
2025-01-30 22:00:00,H2,30.19,6,Thursday,January
2025-01-30 23:00:00,H2,39.65,6,Thursday,January
2025-01-31 00:00:00,H2,0.98,6,Friday,January
2025-01-31 01:00:00,H2,1.29,6,Friday,January
2025-01-31 02:00:00,H2,0.0,6,Friday,January
2025-01-31 03:00:00,H2,0.78,6,Friday,January
2025-01-31 04:00:00,H2,1.61,6,Friday,January
2025-01-31 05:00:00,H2,20.67,6,Friday,January
2025-01-31 06:00:00,H2,82.01,6,Friday,January
2025-01-31 07:00:00,H2,81.01,6,Friday,January
2025-01-31 08:00:00,H2,80.41,6,Friday,January
2025-01-31 09:00:00,H2,36.22,6,Friday,January
2025-01-31 10:00:00,H2,32.01,6,Friday,January
2025-01-31 11:00:00,H2,38.87,6,Friday,January
2025-01-31 12:00:00,H2,32.05,6,Friday,January
2025-01-31 13:00:00,H2,41.09,6,Friday,January
2025-01-31 14:00:00,H2,30.51,6,Friday,January
2025-01-31 15:00:00,H2,23.58,6,Friday,January
2025-01-31 16:00:00,H2,35.74,6,Friday,January
2025-01-31 17:00:00,H2,43.95,6,Friday,January
2025-01-31 18:00:00,H2,69.83,6,Friday,January
2025-01-31 19:00:00,H2,75.05,6,Friday,January
2025-01-31 20:00:00,H2,70.85,6,Friday,January
2025-01-31 21:00:00,H2,62.86,6,Friday,January
2025-01-31 22:00:00,H2,19.08,6,Friday,January
2025-01-31 23:00:00,H2,25.77,6,Friday,January
2025-02-01 00:00:00,H2,0.0,6,Saturday,February
2025-02-01 01:00:00,H2,2.7,6,Saturday,February
2025-02-01 02:00:00,H2,0.88,6,Saturday,February
2025-02-01 03:00:00,H2,0.65,6,Saturday,February
2025-02-01 04:00:00,H2,1.89,6,Saturday,February
2025-02-01 05:00:00,H2,23.27,6,Saturday,February
2025-02-01 06:00:00,H2,72.33,6,Saturday,February
2025-02-01 07:00:00,H2,80.68,6,Saturday,February
2025-02-01 08:00:00,H2,90.29,6,Saturday,February
2025-02-01 09:00:00,H2,33.01,6,Saturday,February
2025-02-01 10:00:00,H2,31.49,6,Saturday,February
2025-02-01 11:00:00,H2,30.47,6,Saturday,February
2025-02-01 12:00:00,H2,43.2,6,Saturday,February
2025-02-01 13:00:00,H2,41.61,6,Saturday,February
2025-02-01 14:00:00,H2,23.82,6,Saturday,February
2025-02-01 15:00:00,H2,30.28,6,Saturday,February
2025-02-01 16:00:00,H2,23.56,6,Saturday,February
2025-02-01 17:00:00,H2,30.49,6,Saturday,February
2025-02-01 18:00:00,H2,65.19,6,Saturday,February
2025-02-01 19:00:00,H2,95.39,6,Saturday,February
2025-02-01 20:00:00,H2,69.6,6,Saturday,February
2025-02-01 21:00:00,H2,55.96,6,Saturday,February
2025-02-01 22:00:00,H2,29.19,6,Saturday,February
2025-02-01 23:00:00,H2,33.12,6,Saturday,February
2025-02-02 00:00:00,H2,2.67,6,Sunday,February
2025-02-02 01:00:00,H2,0.41,6,Sunday,February
2025-02-02 02:00:00,H2,0.0,6,Sunday,February
2025-02-02 03:00:00,H2,1.82,6,Sunday,February
2025-02-02 04:00:00,H2,0.0,6,Sunday,February
2025-02-02 05:00:00,H2,27.38,6,Sunday,February
2025-02-02 06:00:00,H2,77.42,6,Sunday,February
2025-02-02 07:00:00,H2,79.3,6,Sunday,February
2025-02-02 08:00:00,H2,86.89,6,Sunday,February
2025-02-02 09:00:00,H2,25.9,6,Sunday,February
2025-02-02 10:00:00,H2,28.36,6,Sunday,February
2025-02-02 11:00:00,H2,29.91,6,Sunday,February
2025-02-02 12:00:00,H2,41.2,6,Sunday,February
2025-02-02 13:00:00,H2,40.78,6,Sunday,February
2025-02-02 14:00:00,H2,32.62,6,Sunday,February
2025-02-02 15:00:00,H2,35.06,6,Sunday,February
2025-02-02 16:00:00,H2,32.36,6,Sunday,February
2025-02-02 17:00:00,H2,32.72,6,Sunday,February
2025-02-02 18:00:00,H2,54.18,6,Sunday,February
2025-02-02 19:00:00,H2,70.5,6,Sunday,February
2025-02-02 20:00:00,H2,74.8,6,Sunday,February
2025-02-02 21:00:00,H2,77.29,6,Sunday,February
2025-02-02 22:00:00,H2,25.85,6,Sunday,February
2025-02-02 23:00:00,H2,26.05,6,Sunday,February
2025-02-03 00:00:00,H2,0.43,6,Monday,February
2025-02-03 01:00:00,H2,1.54,6,Monday,February
2025-02-03 02:00:00,H2,2.03,6,Monday,February
2025-02-03 03:00:00,H2,0.59,6,Monday,February
2025-02-03 04:00:00,H2,1.91,6,Monday,February
2025-02-03 05:00:00,H2,30.74,6,Monday,February
2025-02-03 06:00:00,H2,78.76,6,Monday,February
2025-02-03 07:00:00,H2,77.89,6,Monday,February
2025-02-03 08:00:00,H2,87.47,6,Monday,February
2025-02-03 09:00:00,H2,31.95,6,Monday,February
2025-02-03 10:00:00,H2,43.65,6,Monday,February
2025-02-03 11:00:00,H2,24.89,6,Monday,February
2025-02-03 12:00:00,H2,44.14,6,Monday,February
2025-02-03 13:00:00,H2,35.77,6,Monday,February
2025-02-03 14:00:00,H2,24.78,6,Monday,February
2025-02-03 15:00:00,H2,29.93,6,Monday,February
2025-02-03 16:00:00,H2,30.82,6,Monday,February
2025-02-03 17:00:00,H2,47.51,6,Monday,February
2025-02-03 18:00:00,H2,68.16,6,Monday,February
2025-02-03 19:00:00,H2,58.7,6,Monday,February
2025-02-03 20:00:00,H2,72.73,6,Monday,February
2025-02-03 21:00:00,H2,49.25,6,Monday,February
2025-02-03 22:00:00,H2,29.45,6,Monday,February
2025-02-03 23:00:00,H2,30.1,6,Monday,February
2025-02-04 00:00:00,H2,1.79,6,Tuesday,February
2025-02-04 01:00:00,H2,1.97,6,Tuesday,February
2025-02-04 02:00:00,H2,0.5,6,Tuesday,February
2025-02-04 03:00:00,H2,0.85,6,Tuesday,February
2025-02-04 04:00:00,H2,0.23,6,Tuesday,February
2025-02-04 05:00:00,H2,23.23,6,Tuesday,February
2025-02-04 06:00:00,H2,83.1,6,Tuesday,February
2025-02-04 07:00:00,H2,67.26,6,Tuesday,February
2025-02-04 08:00:00,H2,75.85,6,Tuesday,February
2025-02-04 09:00:00,H2,24.03,6,Tuesday,February
2025-02-04 10:00:00,H2,33.3,6,Tuesday,February
2025-02-04 11:00:00,H2,40.81,6,Tuesday,February
2025-02-04 12:00:00,H2,29.59,6,Tuesday,February
2025-02-04 13:00:00,H2,25.18,6,Tuesday,February
2025-02-04 14:00:00,H2,29.25,6,Tuesday,February
2025-02-04 15:00:00,H2,30.09,6,Tuesday,February
2025-02-04 16:00:00,H2,31.31,6,Tuesday,February
2025-02-04 17:00:00,H2,27.32,6,Tuesday,February
2025-02-04 18:00:00,H2,67.99,6,Tuesday,February
2025-02-04 19:00:00,H2,73.68,6,Tuesday,February
2025-02-04 20:00:00,H2,80.4,6,Tuesday,February
2025-02-04 21:00:00,H2,50.45,6,Tuesday,February
2025-02-04 22:00:00,H2,27.79,6,Tuesday,February
2025-02-04 23:00:00,H2,31.28,6,Tuesday,February
2025-02-05 00:00:00,H2,0.08,6,Wednesday,February
2025-02-05 01:00:00,H2,2.73,6,Wednesday,February
2025-02-05 02:00:00,H2,0.36,6,Wednesday,February
2025-02-05 03:00:00,H2,0.96,6,Wednesday,February
2025-02-05 04:00:00,H2,1.56,6,Wednesday,February
2025-02-05 05:00:00,H2,26.45,6,Wednesday,February
2025-02-05 06:00:00,H2,61.53,6,Wednesday,February
2025-02-05 07:00:00,H2,75.71,6,Wednesday,February
2025-02-05 08:00:00,H2,90.29,6,Wednesday,February
2025-02-05 09:00:00,H2,27.98,6,Wednesday,February
2025-02-05 10:00:00,H2,24.92,6,Wednesday,February
2025-02-05 11:00:00,H2,35.55,6,Wednesday,February
2025-02-05 12:00:00,H2,37.35,6,Wednesday,February
2025-02-05 13:00:00,H2,35.92,6,Wednesday,February
2025-02-05 14:00:00,H2,30.9,6,Wednesday,February
2025-02-05 15:00:00,H2,34.62,6,Wednesday,February
2025-02-05 16:00:00,H2,44.29,6,Wednesday,February
2025-02-05 17:00:00,H2,34.96,6,Wednesday,February
2025-02-05 18:00:00,H2,81.6,6,Wednesday,February
2025-02-05 19:00:00,H2,64.94,6,Wednesday,February
2025-02-05 20:00:00,H2,59.74,6,Wednesday,February
2025-02-05 21:00:00,H2,70.62,6,Wednesday,February
2025-02-05 22:00:00,H2,30.64,6,Wednesday,February
2025-02-05 23:00:00,H2,23.53,6,Wednesday,February
2025-02-06 00:00:00,H2,0.82,6,Thursday,February
2025-02-06 01:00:00,H2,1.4,6,Thursday,February
2025-02-06 02:00:00,H2,1.36,6,Thursday,February
2025-02-06 03:00:00,H2,1.5,6,Thursday,February
2025-02-06 04:00:00,H2,1.29,6,Thursday,February
2025-02-06 05:00:00,H2,26.96,6,Thursday,February
2025-02-06 06:00:00,H2,74.86,6,Thursday,February
2025-02-06 07:00:00,H2,68.01,6,Thursday,February
2025-02-06 08:00:00,H2,97.85,6,Thursday,February
2025-02-06 09:00:00,H2,30.08,6,Thursday,February
2025-02-06 10:00:00,H2,28.65,6,Thursday,February
2025-02-06 11:00:00,H2,24.43,6,Thursday,February
2025-02-06 12:00:00,H2,63.49,6,Thursday,February
2025-02-06 13:00:00,H2,31.41,6,Thursday,February
2025-02-06 14:00:00,H2,27.43,6,Thursday,February
2025-02-06 15:00:00,H2,32.5,6,Thursday,February
2025-02-06 16:00:00,H2,33.6,6,Thursday,February
2025-02-06 17:00:00,H2,35.75,6,Thursday,February
2025-02-06 18:00:00,H2,88.08,6,Thursday,February
2025-02-06 19:00:00,H2,75.06,6,Thursday,February
2025-02-06 20:00:00,H2,59.44,6,Thursday,February
2025-02-06 21:00:00,H2,67.43,6,Thursday,February
2025-02-06 22:00:00,H2,31.85,6,Thursday,February
2025-02-06 23:00:00,H2,42.41,6,Thursday,February
2025-02-07 00:00:00,H2,0.0,6,Friday,February
2025-02-07 01:00:00,H2,2.2,6,Friday,February
2025-02-07 02:00:00,H2,1.18,6,Friday,February
2025-02-07 03:00:00,H2,1.84,6,Friday,February
2025-02-07 04:00:00,H2,0.9,6,Friday,February
2025-02-07 05:00:00,H2,24.95,6,Friday,February
2025-02-07 06:00:00,H2,87.51,6,Friday,February
2025-02-07 07:00:00,H2,86.54,6,Friday,February
2025-02-07 08:00:00,H2,89.72,6,Friday,February
2025-02-07 09:00:00,H2,29.92,6,Friday,February
2025-02-07 10:00:00,H2,26.4,6,Friday,February
2025-02-07 11:00:00,H2,20.65,6,Friday,February
2025-02-07 12:00:00,H2,46.55,6,Friday,February
2025-02-07 13:00:00,H2,43.39,6,Friday,February
2025-02-07 14:00:00,H2,24.21,6,Friday,February
2025-02-07 15:00:00,H2,26.77,6,Friday,February
2025-02-07 16:00:00,H2,27.2,6,Friday,February
2025-02-07 17:00:00,H2,21.1,6,Friday,February
2025-02-07 18:00:00,H2,61.82,6,Friday,February
2025-02-07 19:00:00,H2,58.66,6,Friday,February
2025-02-07 20:00:00,H2,65.88,6,Friday,February
2025-02-07 21:00:00,H2,62.61,6,Friday,February
2025-02-07 22:00:00,H2,20.24,6,Friday,February
2025-02-07 23:00:00,H2,42.14,6,Friday,February
2025-02-08 00:00:00,H2,2.25,6,Saturday,February
2025-02-08 01:00:00,H2,0.22,6,Saturday,February
2025-02-08 02:00:00,H2,1.27,6,Saturday,February
2025-02-08 03:00:00,H2,1.42,6,Saturday,February
2025-02-08 04:00:00,H2,2.19,6,Saturday,February
2025-02-08 05:00:00,H2,25.09,6,Saturday,February
2025-02-08 06:00:00,H2,90.92,6,Saturday,February
2025-02-08 07:00:00,H2,74.52,6,Saturday,February
2025-02-08 08:00:00,H2,66.64,6,Saturday,February
2025-02-08 09:00:00,H2,34.34,6,Saturday,February
2025-02-08 10:00:00,H2,37.74,6,Saturday,February
2025-02-08 11:00:00,H2,45.53,6,Saturday,February
2025-02-08 12:00:00,H2,30.4,6,Saturday,February
2025-02-08 13:00:00,H2,45.59,6,Saturday,February
2025-02-08 14:00:00,H2,27.54,6,Saturday,February
2025-02-08 15:00:00,H2,34.7,6,Saturday,February
2025-02-08 16:00:00,H2,21.18,6,Saturday,February
2025-02-08 17:00:00,H2,22.42,6,Saturday,February
2025-02-08 18:00:00,H2,62.24,6,Saturday,February
2025-02-08 19:00:00,H2,70.79,6,Saturday,February
2025-02-08 20:00:00,H2,63.59,6,Saturday,February
2025-02-08 21:00:00,H2,76.59,6,Saturday,February
2025-02-08 22:00:00,H2,36.16,6,Saturday,February
2025-02-08 23:00:00,H2,33.6,6,Saturday,February
2025-02-09 00:00:00,H2,2.62,6,Sunday,February
2025-02-09 01:00:00,H2,1.42,6,Sunday,February
2025-02-09 02:00:00,H2,0.0,6,Sunday,February
2025-02-09 03:00:00,H2,2.36,6,Sunday,February
2025-02-09 04:00:00,H2,0.39,6,Sunday,February
2025-02-09 05:00:00,H2,35.46,6,Sunday,February
2025-02-09 06:00:00,H2,95.74,6,Sunday,February
2025-02-09 07:00:00,H2,84.57,6,Sunday,February
2025-02-09 08:00:00,H2,65.04,6,Sunday,February
2025-02-09 09:00:00,H2,24.49,6,Sunday,February
2025-02-09 10:00:00,H2,37.94,6,Sunday,February
2025-02-09 11:00:00,H2,28.99,6,Sunday,February
2025-02-09 12:00:00,H2,40.64,6,Sunday,February
2025-02-09 13:00:00,H2,46.07,6,Sunday,February
2025-02-09 14:00:00,H2,34.18,6,Sunday,February
2025-02-09 15:00:00,H2,31.67,6,Sunday,February
2025-02-09 16:00:00,H2,28.75,6,Sunday,February
2025-02-09 17:00:00,H2,28.12,6,Sunday,February
2025-02-09 18:00:00,H2,78.58,6,Sunday,February
2025-02-09 19:00:00,H2,75.54,6,Sunday,February
2025-02-09 20:00:00,H2,67.43,6,Sunday,February
2025-02-09 21:00:00,H2,80.82,6,Sunday,February
2025-02-09 22:00:00,H2,29.23,6,Sunday,February
2025-02-09 23:00:00,H2,24.89,6,Sunday,February
2025-02-10 00:00:00,H2,0.24,6,Monday,February
2025-02-10 01:00:00,H2,0.02,6,Monday,February
